개설강좌,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
NO,개설전공,개설과정,과목번호,분반,교과목명,담당교수,이수구분,과목세부구분,강의실습구분,교과대분류,교과분야,교과영역,전공(트랙),학위구분,성적부여방법,학점,이론시수,실습시수,코드쉐어여부,영어강의여부,요일/교시/강의실,선수과목,비고
213,기초학부,학사,RP301,30,UGRP I - 의미적 상태 추상화를 통한 생체 신호 기반 동적 장면 제어,목지수,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
214,기초학부,학사,RP301,31,UGRP I - 다양한 캠퍼스 환경에 대응하는 자율주행 구체 로봇 개발 ,"김기섭, 박준혁",심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,"로봇및기계전자공학과 소속 김기섭 교수, Professor Giseop Kim, Department of Robotics and Mechatronics Engineering"
215,기초학부,학사,RP301,32,UGRP I - 사용자 상호작용형 멀티모달 로봇 디스플레이 제어 시스템,황민호,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
216,기초학부,학사,RP301,33,UGRP I - 장기간 모니터링을 위한 소형 ECG 장치의 전극 디자인 최적화 연구,이정협,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
217,기초학부,학사,RP301,34,UGRP I - 결함 허용 및 장애물 회피 기능을 갖춘 현수하물 탑재 드론의 강건 통합 비행 제어 시스템 연구,이성민,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
218,기초학부,학사,RP301,35,UGRP I - Active Notch Filter 기반 저잡음 아날로그 프런트엔드(AFE)를 활용한 고정밀 SSVEP-BCI 시스템 구현,송민영,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
219,기초학부,학사,RP301,36,UGRP I - 보상 신호 처리 과정 중 선조체 하위 영역별 도파민-세로토닌의 기능적 역할 탐구,이광,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
220,기초학부,학사,RP301,37,UGRP I - 2D 반도체 기반 양자소자 제작 및 극저온 분석을 위한 STM 고도화 연구,"서정필, 정민경",심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
221,기초학부,학사,RP301,38,UGRP I - 오디오-비디오 멀티모달 상호작용을 활용한 고정밀 비디오 템포럴 그라운딩 연구,"박대희, 목지수",심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
222,기초학부,학사,RP301,39,UGRP I - 인공지능을 활용한 상처 치료용 신규 미니바인더 설계 및 결합 구조 예측,이창훈,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
223,기초학부,학사,RP301,40,UGRP I - 인공 근육을 활용한 새 모사 로봇 개발,윤동원,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
224,기초학부,학사,RP301,41,UGRP I - 실시간 모니터링과 전기장 on demand 제어 기반 자율형 스마트 약물 방출 시스템,"이재홍, 정소현",심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
225,기초학부,학사,RP301,42,UGRP I - 가변적 로봇 통신 환경에 대응하는 적응형 이퀄라이제이션 연구,김가인,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
226,기초학부,학사,RP301,43,UGRP I - 로봇 파운데이션 모델 기반 데이터 효율적 작업 적응 기술 연구,임성훈,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
227,기초학부,학사,RP301,44,UGRP I - 비전 트랜스포머와 합성곱 신경망에서의 파국적 망각에 대한 비교 연구,김기섭,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,"전기전자컴퓨터공학과 소속 김기섭 교수, Kisub Kim, Professor, Department of Electrical Engineering and Computer Science"
228,기초학부,학사,RP301,45,UGRP I - 자기 조립 로봇 군집,은용순,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
229,기초학부,학사,RP301,46,UGRP I - FPS 모바일 게임 환경에서 클로 그립 조작 효율성 극대화를 위한 UI 배치 최적화,김선준,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
230,기초학부,학사,RP301,47,UGRP I - Bilayer ionomer의 구성 비율 최적화를 통한 CO2 환원 반응의 염 침전 억제 연구,김찬연,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
231,기초학부,학사,RP301,48,UGRP I - 월드 모델 및 시맨틱 통신을 활용한 실시간 비동기 MARL: 버그하우스를 중심으로,박대희,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
232,기초학부,학사,RP301,49,UGRP I - Sodium 이온 전지의 열적 안정성 연구,이호춘,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
233,기초학부,학사,RP301,50,UGRP I - 소음 환경 취약계층의 수면 건강권 보장를 위한 회로 기반 ANC 수면 디바이스 개발,이경태,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
234,기초학부,학사,RP301,51,UGRP I - Fitbit 기반 실생활 수면 모니터링 및 fNIRS 분석을 통한 후각 솔루션의 고립 청년 자존감 회복 기전 규명,최한경,심화필수,교과,이론,심화,연구,UGRP,,,S/U,3.0,3.0,0.0,N,N,토18:00-21:00(E7 - 236),,
235,기초학부,전체,RP401,01,Thesis,문제일,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
236,기초학부,전체,RP401,02,Thesis,유성운,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
237,기초학부,전체,RP401,03,Thesis,김은경,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
238,기초학부,전체,RP401,04,Thesis,서병창,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
239,기초학부,전체,RP401,05,Thesis,김규형,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
240,기초학부,전체,RP401,06,Thesis,이석규,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
241,기초학부,전체,RP401,07,Thesis,이성배,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
242,기초학부,전체,RP401,08,Thesis,오용석,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
243,기초학부,전체,RP401,09,Thesis,이효상,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
244,기초학부,전체,RP401,10,Thesis,최한경,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
245,기초학부,전체,RP401,11,Thesis,유우경,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
246,기초학부,전체,RP401,12,Thesis,고재원,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
247,기초학부,전체,RP401,13,Thesis,엄지원,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
248,기초학부,전체,RP401,14,Thesis,백명인,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
249,기초학부,전체,RP401,15,Thesis,이광,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
250,기초학부,전체,RP401,16,Thesis,현정호,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
251,기초학부,전체,RP401,17,Thesis,조용철,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
252,기초학부,전체,RP401,18,Thesis,김민환,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
253,기초학부,전체,RP401,19,Thesis,박포정,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
254,기초학부,전체,RP402,01,Thesis,구재형,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
255,기초학부,전체,RP402,02,Thesis,이창훈,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
256,기초학부,전체,RP402,03,Thesis,남창훈,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
257,기초학부,전체,RP402,04,Thesis,우혜련,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
258,기초학부,전체,RP402,05,Thesis,곽준명,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
259,기초학부,전체,RP402,06,Thesis,이영삼,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
260,기초학부,전체,RP402,07,Thesis,이상임,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
261,기초학부,전체,RP402,08,Thesis,이병훈,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
262,기초학부,전체,RP402,09,Thesis,김민석,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
263,기초학부,전체,RP402,10,Thesis,이재민,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
264,기초학부,전체,RP402,11,Thesis,예경무,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
265,기초학부,전체,RP402,12,Thesis,김진해,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
266,기초학부,전체,RP402,13,Thesis,이종찬,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
267,기초학부,전체,RP402,14,Thesis,정영태,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
268,기초학부,전체,RP402,15,Thesis,김민식,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
269,기초학부,전체,RP402,16,Thesis,기영훈,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
270,기초학부,전체,RP402,17,Thesis,김유리,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
271,기초학부,전체,RP402,18,Thesis,정찬,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
272,기초학부,전체,RP402,19,Thesis,최일규,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
273,기초학부,전체,RP402,20,Thesis,김태완,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
274,기초학부,전체,RP402,21,Thesis,이송이,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
275,기초학부,전체,RP402,22,Thesis,Felix Jonas,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
276,기초학부,전체,RP403,01,Thesis,오세훈,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
277,기초학부,전체,RP403,02,Thesis,김기섭,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,"로봇및기계전자공학과 소속 김기섭 교수, Professor Giseop Kim, Department of Robotics and Mechatronics Engineering"
278,기초학부,전체,RP403,03,Thesis,김동욱,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
279,기초학부,전체,RP403,04,Thesis,김봉훈,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
280,기초학부,전체,RP403,05,Thesis,김소희,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
281,기초학부,전체,RP403,06,Thesis,김회준,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
282,기초학부,전체,RP403,07,Thesis,남강현,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
283,기초학부,전체,RP403,08,Thesis,문인규,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
284,기초학부,전체,RP403,09,Thesis,박경서,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
285,기초학부,전체,RP403,10,Thesis,박상현,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
286,기초학부,전체,RP403,11,Thesis,박석호,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
287,기초학부,전체,RP403,12,Thesis,박준혁,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
288,기초학부,전체,RP403,13,Thesis,송석호,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
289,기초학부,전체,RP403,14,Thesis,송철,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
290,기초학부,전체,RP403,15,Thesis,유재석,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
291,기초학부,전체,RP403,16,Thesis,윤동원,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
292,기초학부,전체,RP403,17,Thesis,이상훈,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
293,기초학부,전체,RP403,18,Thesis,이성민,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
294,기초학부,전체,RP403,19,Thesis,이아형,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
295,기초학부,전체,RP403,20,Thesis,이옥균,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
296,기초학부,전체,RP403,21,Thesis,이재홍,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
297,기초학부,전체,RP403,22,Thesis,임용섭,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
298,기초학부,전체,RP403,23,Thesis,장경인,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
299,기초학부,전체,RP403,24,Thesis,정소현,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
300,기초학부,전체,RP403,25,Thesis,한상윤,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
301,기초학부,전체,RP403,26,Thesis,황민호,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
302,기초학부,전체,RP404,01,Thesis,홍정일,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
303,기초학부,전체,RP404,02,Thesis,박기성,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
304,기초학부,전체,RP404,03,Thesis,김성균,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
305,기초학부,전체,RP404,04,Thesis,정낙천,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
306,기초학부,전체,RP404,06,Thesis,서정필,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
307,기초학부,전체,RP404,07,Thesis,김철기,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
308,기초학부,전체,RP404,08,Thesis,정병혁,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
309,기초학부,전체,RP404,09,Thesis,강준구,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
310,기초학부,전체,RP404,10,Thesis,박진희,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
311,기초학부,전체,RP404,11,Thesis,이성원,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
312,기초학부,전체,RP404,12,Thesis,이신범,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
313,기초학부,전체,RP404,13,Thesis,홍선기,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
314,기초학부,전체,RP404,14,Thesis,이성기,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
315,기초학부,전체,RP404,15,Thesis,성주영,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
316,기초학부,전체,RP404,16,Thesis,김아람,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
317,기초학부,전체,RP404,17,Thesis,서상원,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
318,기초학부,전체,RP404,18,Thesis,김종구,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
319,기초학부,전체,RP404,19,Thesis,김소연,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
320,기초학부,전체,RP404,20,Thesis,문혜원,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
321,기초학부,전체,RP405,01,Thesis,이호춘,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
322,기초학부,전체,RP405,02,Thesis,이윤구,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
323,기초학부,전체,RP405,03,Thesis,상가라쥬샨무감,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
324,기초학부,전체,RP405,04,Thesis,이종수,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
325,기초학부,전체,RP405,05,Thesis,인수일,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
326,기초학부,전체,RP405,06,Thesis,최승호,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
327,기초학부,전체,RP405,07,Thesis,장윤희,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
328,기초학부,전체,RP405,08,Thesis,이주혁,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
329,기초학부,전체,RP405,09,Thesis,양지웅,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
330,기초학부,전체,RP405,10,Thesis,김찬연,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
331,기초학부,전체,RP405,11,Thesis,호동해,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
332,기초학부,전체,RP405,12,Thesis,김운혁,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
333,기초학부,전체,RP405,13,Thesis,김진수,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
334,기초학부,전체,RP405,14,Thesis,이종민,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
335,기초학부,전체,RP405,15,Thesis,고서진,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
336,기초학부,전체,RP405,16,Thesis,김승현,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
337,기초학부,전체,RP406,01,Thesis,장재은,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
338,기초학부,전체,RP406,02,Thesis,박경준,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
339,기초학부,전체,RP406,03,Thesis,은용순,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
340,기초학부,전체,RP406,04,Thesis,이기준,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
341,기초학부,전체,RP406,05,Thesis,황재윤,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
342,기초학부,전체,RP406,06,Thesis,이정협,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
343,기초학부,전체,RP406,07,Thesis,권혁준,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
344,기초학부,전체,RP406,08,Thesis,김경대,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
345,기초학부,전체,RP406,09,Thesis,신동훈,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
346,기초학부,전체,RP406,10,Thesis,임성훈,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
347,기초학부,전체,RP406,11,Thesis,김선준,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
348,기초학부,전체,RP406,12,Thesis,장진호,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
349,기초학부,전체,RP406,13,Thesis,김예성,심화선택,연구(Thesis),이론,심화,연구,Thesis,,,S/U,1.0,5.0,0.0,Y,N,토15:00-20:00(E7 - 233),,
